Name,LEC,LAB,SEM,EXAM
CHEM*2820*0102 (7111) Thermodynamics and Kinetics,"LEC Tues, Thur11:30AM - 12:50PMMCKN, Room 317","LAB Mon07:00PM - 09:50PMSSC, Room 2112",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CHEM*2880*0101 (7112) Physical Chemistry,"LEC Mon, Wed, Fri12:30PM - 01:20PMMACN, Room 113",,"SEM Thur05:30PM - 06:50PMMACN, Room 113",EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CHEM*3430*0101 (7113) Analytical Chemistry II,"LEC Tues, Thur01:00PM - 02:20PMGRHM, Room 2310","LAB Wed02:30PM - 05:20PMSSC, Room 3105",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CHEM*3430*0102 (7114) Analytical Chemistry II,"LEC Tues, Thur01:00PM - 02:20PMGRHM, Room 2310","LAB Thur02:30PM - 05:20PMSSC, Room 3105",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CHEM*3430*0103 (7115) Analytical Chemistry II,"LEC Tues, Thur01:00PM - 02:20PMGRHM, Room 2310","LAB Wed07:00PM - 09:50PMSSC, Room 3105",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CHEM*3430*01XX (7118) Analytical Chemistry II,"LEC Tues, Thur01:00PM - 02:20PMGRHM, Room 2310",LAB Days TBATimes TBARoom TBA,,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CHEM*3440*0101 (7119) Analytical Chemistry III,"LEC Mon, Wed, Fri11:30AM - 12:20PMMCKN, Room 238","LAB Mon02:30PM - 05:20PMSSC, Room 3105",,EXAM Wed08:30AM - 10:30AM (2022/12/14)Room TB
CHEM*3440*0102 (7120) Analytical Chemistry III,"LEC Mon, Wed, Fri11:30AM - 12:20PMMCKN, Room 238","LAB Tues02:30PM - 05:20PMSSC, Room 3105",,EXAM Wed08:30AM - 10:30AM (2022/12/14)Room TB
CHEM*3640*0102 (7122) Chemistry of the Elements I,"LEC Mon, Wed, Fri12:30PM - 01:20PMMCKN, Room 232","LAB Tues02:30PM - 05:20PMSSC, Room 3108",,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
CHEM*3640*0103 (7123) Chemistry of the Elements I,"LEC Mon, Wed, Fri12:30PM - 01:20PMMCKN, Room 232","LAB Wed02:30PM - 05:20PMSSC, Room 3108",,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
CHEM*3640*0105 (7125) Chemistry of the Elements I,"LEC Mon, Wed, Fri12:30PM - 01:20PMMCKN, Room 232","LAB Tues07:00PM - 09:50PMSSC, Room 3108",,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
CHEM*3640*0106 (7126) Chemistry of the Elements I,"LEC Mon, Wed, Fri12:30PM - 01:20PMMCKN, Room 232","LAB Wed07:00PM - 09:50PMSSC, Room 3108",,EXAM Fri08:30AM - 10:30AM (2022/12/16)Room TB
CHEM*3750*0101 (7127) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Mon02:30PM - 05:20PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0102 (7128) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Mon07:00PM - 09:50PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0104 (7130) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Tues02:30PM - 05:20PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0105 (7131) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Tues07:00PM - 09:50PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0107 (7133) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Wed02:30PM - 05:20PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0109 (7135) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Wed07:00PM - 09:50PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0111 (7137) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Thur02:30PM - 05:20PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*0113 (7139) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117","LAB Thur07:00PM - 09:50PMSSC, Room 2111",,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3750*01XX (7141) Organic Chemistry II,"LEC Tues, Thur08:30AM - 09:50AMMCKN, Room 117",LAB Days TBATimes TBARoom TBA,,EXAM Tues02:30PM - 04:30PM (2022/12/13)Room TB
CHEM*3860*0101 (7142) Quantum Chemistry,"LEC Mon, Wed08:30AM - 09:50AMMCKN, Room 309",,"SEM Wed02:30PM - 03:20PMMCKN, Room 309",EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CHEM*4620*01 (7143) Adv. Topics in Inorganic Chem.,"LEC Mon, Wed, Fri10:30AM - 11:20AMMINS, Room 10",,,
CHEM*4730*01 (7144) Synthetic Organic Chemistry,"LEC Tues, Thur11:30AM - 12:50PMMCLN, Room 101",,,EXAM Thur08:30AM - 10:30AM (2022/12/15)Room TB
CHEM*4740*01 (7145) Topics in Bio-Organic Chem,"LEC Mon, Wed, Fri08:30AM - 09:20AMMCKN, Room 228",,,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CHEM*4900*01 (7146) Chemistry Research Project I,,LAB Days TBATimes TBARoom TB,,
CHEM*4910*01 (7147) Chemistry Research Project II,,LAB Days TBATimes TBARoom TB,,
CHEM*7100*01 (7148) Topics in Inorganic Chemistry,"LEC Mon07:00PM - 09:50PMAD-S, Room VIRTUA",,,
CHEM*7310*01 (7149) Select Topics in Biochemistry,"LEC Thur07:00PM - 09:50PMMACN, Room 20",,,
CHEM*7310*02 (7150) Select Topics in Biochemistry,"LEC Mon, Wed, Fri08:30AM - 09:20AMMCKN, Room 22",,,
CHEM*7310*03 (0478) ST: Rational Drug Design,"LEC Mon, Wed01:30PM - 02:20PMAD-S, Room VIRTUALLEC Fri01:30PM - 03:20PMAD-S, Room VIRTUA",,,
CHEM*7310*AU02 (0499) Select Topics in Biochemistry,,,,
CHEM*7600*01 (7151) Topics in Organic Chemistry,"LEC Wed07:00PM - 09:50PMMACN, Room 10",,,
CHEM*7660*01 (7152) Organic Spectroscopy,"LEC Tues01:00PM - 03:50PMAD-S, Room VIRTUA",,,
CHEM*7700*01 (7153) Principles of Polymer Science,"LEC Tues, Thur10:00AM - 11:20AMAD-S, Room VIRTUA",,,
CHEM*7730*01 (7154) Topics: Polymer Chemistry,"LEC Mon, Wed, Fri08:30AM - 09:20AMAD-S, Room VIRTUA",,,
CHEM*7840*01 (7155) Chem and Biochem Lit Review,"LEC Tues07:00PM - 09:50PMAD-S, Room VIRTUA",,,
CHEM*7940*01 (7156) Master's Seminar,LEC Days TBATimes TBARoom TB,,,
CHEM*7950*01 (7157) PhD Seminar,LEC Days TBATimes TBARoom TB,,,
CHEM*7970*01 (7158) MSc Research Paper,LEC Days TBATimes TBARoom TB,,,
CHEM*7980*01 (7159) MSc Thesis,LEC Days TBATimes TBARoom TB,,,
CHEM*7990*01 (7160) PhD Thesis,LEC Days TBATimes TBARoom TB,,,
CIS*1200*DE01 (7161) Introduction to Computing,,,,EXAM Tues08:30AM - 10:30AM (2022/12/13)Room TB
CIS*1250*0101 (7162) Software Design I,"LEC Mon, Wed, Fri04:30PM - 05:20PMLA, Room 204","LAB Wed02:30PM - 04:20PMTHRN, Room 2420",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
CIS*1250*0102 (7163) Software Design I,"LEC Mon, Wed, Fri04:30PM - 05:20PMLA, Room 204","LAB Tues08:30AM - 10:20AMTHRN, Room 2420",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
CIS*1250*0103 (7164) Software Design I,"LEC Mon, Wed, Fri04:30PM - 05:20PMLA, Room 204","LAB Thur08:30AM - 10:20AMTHRN, Room 2420",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
CIS*1250*0104 (9440) Software Design I,"LEC Mon, Wed, Fri04:30PM - 05:20PMLA, Room 204","LAB Fri02:30PM - 04:20PMTHRN, Room 2420",,EXAM Tues11:30AM - 01:30PM (2022/12/13)Room TB
CIS*1300*0101 (7165) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Fri11:30AM - 01:20PMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0102 (7166) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Mon08:30AM - 10:20AMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0103 (7167) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Fri08:30AM - 10:20AMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0104 (7168) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Mon02:30PM - 04:20PMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0105 (7169) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Mon11:30AM - 01:20PMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0106 (7170) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Tues08:30AM - 10:20AMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0107 (7171) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Wed11:30AM - 01:20PMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0108 (7172) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Thur08:30AM - 10:20AMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0109 (7173) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Wed02:30PM - 04:20PMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1300*0110 (7174) Programming,"LEC Tues, Thur02:30PM - 03:50PMROZH, Room 101","LAB Wed08:30AM - 10:20AMREYN, Room 0002",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*1500*0101 (7175) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed09:30AM - 10:20AMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0102 (7176) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed11:30AM - 12:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0103 (7177) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed10:30AM - 11:20AMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0104 (7178) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed03:30PM - 04:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0105 (7179) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Mon12:30PM - 01:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0106 (7180) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Mon04:30PM - 05:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0107 (7181) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Mon01:30PM - 02:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0108 (7182) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Mon11:30AM - 12:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0109 (7183) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed12:30PM - 01:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0110 (7184) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Mon03:30PM - 04:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0111 (7185) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed01:30PM - 02:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0112 (7186) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed08:30AM - 09:20AMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1500*0113 (7187) Introduction to Programming,"LEC Tues, Thur10:00AM - 11:20AMTHRN, Room 1200","LAB Wed04:30PM - 05:20PMTHRN, Room 3401",,EXAM Thur11:30AM - 01:30PM (2022/12/15)Room TB
CIS*1910*0101 (7188) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Mon11:30AM - 01:20PMMCKN, Room 318",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0102 (7189) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Mon07:00PM - 08:50PMMCKN, Room 235",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0103 (7190) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Tues07:00PM - 08:50PMMCKN, Room 235",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0104 (7191) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Mon02:30PM - 04:20PMMCKN, Room 234",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0105 (7192) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Wed12:30PM - 02:20PMMCKN, Room 235",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0106 (7193) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Fri12:30PM - 02:20PMMCKN, Room 235",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0107 (7194) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Fri02:30PM - 04:20PMMCKN, Room 235",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0108 (7195) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Thur07:00PM - 08:50PMMCKN, Room 235",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0109 (9441) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Wed07:00PM - 08:50PMMCKN, Room 234",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*1910*0110 (9442) Discrete Structures in Comp I,"LEC Tues, Thur01:00PM - 02:20PMROZH, Room 101","LAB Wed02:30PM - 04:20PMMCKN, Room 238",,EXAM Mon08:30AM - 10:30AM (2022/12/12)Room TB
CIS*2030*0101 (7196) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0102 (7197) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0103 (7198) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0104 (7199) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0105 (7200) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0106 (7201) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0107 (7202) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0108 (7203) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0109 (7204) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0110 (7205) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri03:30PM - 04:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0201 (7206) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0202 (7207) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0203 (7208) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0204 (7209) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0205 (7210) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0206 (7211) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0207 (7212) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0208 (7213) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0209 (7214) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2030*0210 (7215) Structure/Applicat - Microcomp,"LEC Mon, Wed, Fri11:30AM - 12:20PMAD-A, Room REMOTE (more)..",,,
CIS*2430*0101 (7216) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Wed08:30AM - 10:20AMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0102 (7217) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Tues11:30AM - 01:20PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0103 (7218) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Mon12:30PM - 02:20PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0104 (7219) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Fri12:30PM - 02:20PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0105 (7220) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Thur08:30AM - 10:20AMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0106 (7221) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Wed07:00PM - 08:50PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0107 (7222) Object Oriented Programming,"LEC Mon, Wed, Fri04:30PM - 05:20PMAD-S, Room VIRTUAL","LAB Mon07:00PM - 08:50PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0201 (7223) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Wed08:30AM - 10:20AMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0202 (7224) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Tues11:30AM - 01:20PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0203 (7225) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Mon12:30PM - 02:20PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0204 (7226) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Fri12:30PM - 02:20PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0205 (7227) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Thur08:30AM - 10:20AMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0206 (7228) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Wed07:00PM - 08:50PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2430*0207 (7229) Object Oriented Programming,"LEC Mon, Wed, Fri02:30PM - 03:20PMAD-S, Room VIRTUAL","LAB Mon07:00PM - 08:50PMAD-S, Room VIRTUAL",,EXAM Mon08:30AM - 10:30AM (2022/12/05)Room TB
CIS*2520*0101 (7230) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Fri12:30PM - 02:20PMMACN, Room 118",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0102 (7231) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Wed03:30PM - 05:20PMROZH, Room 106",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0103 (7232) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Mon08:30AM - 10:20AMALEX, Room 028",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0105 (7234) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Fri08:30AM - 10:20AMMCKN, Room 233",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0106 (7235) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Mon02:30PM - 04:20PMMACN, Room 118",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0107 (7236) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Tues11:30AM - 01:20PMROZH, Room 106",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0108 (7237) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Tues07:00PM - 08:50PMMACS, Room 129",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0109 (7238) Data Structures,"LEC Tues, Thur02:30PM - 03:50PMMACN, Room 113","LAB Fri02:30PM - 04:20PMROZH, Room 106",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0201 (7239) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Fri12:30PM - 02:20PMMACN, Room 118",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0202 (7240) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Wed03:30PM - 05:20PMROZH, Room 106",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0203 (7241) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Mon08:30AM - 10:20AMALEX, Room 028",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0205 (7243) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Fri08:30AM - 10:20AMMCKN, Room 233",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0206 (7244) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Mon02:30PM - 04:20PMMACN, Room 118",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0207 (7245) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Tues11:30AM - 01:20PMROZH, Room 106",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0208 (7246) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Tues07:00PM - 08:50PMMACS, Room 129",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2520*0209 (7247) Data Structures,"LEC Tues, Thur10:00AM - 11:20AMALEX, Room 100","LAB Fri02:30PM - 04:20PMROZH, Room 106",,EXAM Tues11:30AM - 01:30PM (2022/12/06)Room TB
CIS*2750*0101 (7248) Software System Dvlmt &amp; Intgrn,"LEC Tues, Thur04:00PM - 05:20PMMCKN, Room 031","LAB Tues12:30PM - 02:20PMTHRN, Room 2420",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*2750*0102 (7249) Software System Dvlmt &amp; Intgrn,"LEC Tues, Thur04:00PM - 05:20PMMCKN, Room 031","LAB Mon08:30AM - 10:20AMTHRN, Room 2420",,EXAM Fri08:30AM - 10:30AM (2022/12/09)Room TB
CIS*3050*0101 (7250) Systems Programming,"LEC Mon, Wed, Fri03:30PM - 04:20PMMCKN, Room 121","LAB Mon02:30PM - 03:20PMMCKN, Room 02",,
CIS*3090*0101 (7251) Parallel Programming,"LEC Tues, Thur11:30AM - 12:50PMANNU, Room 156","LAB Fri11:30AM - 12:20PMMCKN, Room 12",,
CIS*3130*0101 (7252) System Modeling and Sim.,"LEC Tues, Thur04:00PM - 05:20PMANNU, Room 156","LAB Fri08:30AM - 10:20AMMCKN, Room 029",,EXAM Fri02:30PM - 04:30PM (2022/12/09)Room TB
